日期,客户编码,客户名称,产品编码,产品名称,送量,退量,销量,金额
2014/9/1,1016169,农工商--NO107,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),5,0,5,31.5
2014/9/1,1016169,农工商--NO107,6,曼可顿牛奶三文治面包-芝士口味(350g),4,0,4,25.2
2014/9/1,1016169,农工商--NO107,10175,曼可顿黄金堡法式软丝面包,1,0,1,8.1
2014/9/1,1016169,农工商--NO107,10203,曼可顿特选系列粗粮吐司面包(400g),4,0,4,25.2
2014/9/1,1016169,农工商--NO107,10216,曼可顿红豆面包(136g),2,2,0,0
2014/9/1,1016169,农工商--NO107,10226,曼可顿皇冠面包-奶皇味(200g),2,0,2,16
2014/9/1,1016169,农工商--NO107,10256,曼可顿黄金蛋糕-巧克力口味(170g),2,1,1,7.6
2014/9/1,1016169,农工商--NO107,10263,曼可顿超醇面包(400g),6,0,6,47.76
2014/9/1,1016169,农工商--NO107,10333,曼可顿手撕包（65g）,5,2,3,7.14
2014/9/1,1016169,农工商--NO107,10341,曼可顿超醇面包-全麦(200g),6,3,3,14.79
2014/9/1,1016169,农工商--NO107,10400,曼可顿强化营养面包（甜味）(310g),4,0,4,19.6
2014/9/1,1016169,农工商--NO107,10401,曼可顿强化营养面包（咸味）(310g),4,1,3,14.7
2014/9/1,1016235,农工商--NO45,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,25.2
2014/9/1,1016235,农工商--NO45,6,曼可顿牛奶三文治面包-芝士口味(350g),4,0,4,25.2
2014/9/1,1016235,农工商--NO45,10155,曼可顿美味方香橙提子面包(125g),2,0,2,7
2014/9/1,1016235,农工商--NO45,10156,曼可顿美味方经典红豆面包(125g),1,0,1,3.5
2014/9/1,1016235,农工商--NO45,10164,曼可顿美味方纯软心巧克力面包(125g),2,0,2,7
2014/9/1,1016235,农工商--NO45,10172,曼可顿特选系列经典白面包(400g),2,0,2,11.8
2014/9/1,1016235,农工商--NO45,10175,曼可顿黄金堡法式软丝面包,2,0,2,16.2
2014/9/1,1016235,农工商--NO45,10203,曼可顿特选系列粗粮吐司面包(400g),2,0,2,12.6
2014/9/1,1016235,农工商--NO45,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1016235,农工商--NO45,10226,曼可顿皇冠面包-奶皇味(200g),1,0,1,8
2014/9/1,1016235,农工商--NO45,10231,曼可顿黄金蛋糕-原味(170g),2,0,2,14.8
2014/9/1,1016235,农工商--NO45,10256,曼可顿黄金蛋糕-巧克力口味(170g),2,0,2,15.2
2014/9/1,1016235,农工商--NO45,10257,曼可顿皇冠面包-花生酱味(200g),2,0,2,16
2014/9/1,1016235,农工商--NO45,10263,曼可顿超醇面包(400g),5,0,5,39.8
2014/9/1,1016235,农工商--NO45,10320,曼可顿丹麦牛角面包-原味(50g),2,0,2,4.76
2014/9/1,1016235,农工商--NO45,10322,曼可顿丹麦夹馅面包-红豆馅(50g),2,0,2,4.76
2014/9/1,1016235,农工商--NO45,10333,曼可顿手撕包（65g）,2,0,2,4.76
2014/9/1,1016235,农工商--NO45,10341,曼可顿超醇面包-全麦(200g),2,0,2,9.86
2014/9/1,1016235,农工商--NO45,10400,曼可顿强化营养面包（甜味）(310g),4,0,4,19.6
2014/9/1,1016235,农工商--NO45,10401,曼可顿强化营养面包（咸味）(310g),4,0,4,19.6
2014/9/1,1016236,农工商--NO53,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),5,0,5,31.5
2014/9/1,1016236,农工商--NO53,6,曼可顿牛奶三文治面包-芝士口味(350g),5,0,5,31.5
2014/9/1,1016236,农工商--NO53,10175,曼可顿黄金堡法式软丝面包,2,0,2,16.2
2014/9/1,1016236,农工商--NO53,10203,曼可顿特选系列粗粮吐司面包(400g),1,0,1,6.3
2014/9/1,1016236,农工商--NO53,10226,曼可顿皇冠面包-奶皇味(200g),2,0,2,16
2014/9/1,1016236,农工商--NO53,10256,曼可顿黄金蛋糕-巧克力口味(170g),2,0,2,15.2
2014/9/1,1016236,农工商--NO53,10263,曼可顿超醇面包(400g),6,0,6,47.76
2014/9/1,1016236,农工商--NO53,10333,曼可顿手撕包（65g）,2,0,2,4.76
2014/9/1,1016236,农工商--NO53,10341,曼可顿超醇面包-全麦(200g),3,0,3,14.79
2014/9/1,1016236,农工商--NO53,10400,曼可顿强化营养面包（甜味）(310g),4,0,4,19.6
2014/9/1,1016236,农工商--NO53,10401,曼可顿强化营养面包（咸味）(310g),4,0,4,19.6
2014/9/1,1016240,农工商--NO82,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),2,0,2,12.6
2014/9/1,1016240,农工商--NO82,6,曼可顿牛奶三文治面包-芝士口味(350g),2,0,2,12.6
2014/9/1,1016240,农工商--NO82,10164,曼可顿美味方纯软心巧克力面包(125g),3,0,3,10.5
2014/9/1,1016240,农工商--NO82,10175,曼可顿黄金堡法式软丝面包,1,0,1,8.1
2014/9/1,1016240,农工商--NO82,10193,曼可顿阳光蛋糕-香醇蛋奶味(189g),14,0,14,112
2014/9/1,1016240,农工商--NO82,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1016240,农工商--NO82,10263,曼可顿超醇面包(400g),2,0,2,15.92
2014/9/1,1016240,农工商--NO82,10333,曼可顿手撕包（65g）,2,0,2,4.76
2014/9/1,1016240,农工商--NO82,10341,曼可顿超醇面包-全麦(200g),2,0,2,9.86
2014/9/1,1016240,农工商--NO82,10400,曼可顿强化营养面包（甜味）(310g),2,0,2,9.8
2014/9/1,1016240,农工商--NO82,10401,曼可顿强化营养面包（咸味）(310g),2,0,2,9.8
2014/9/1,1016244,农工商--NO84,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),2,0,2,12.6
2014/9/1,1016244,农工商--NO84,10193,曼可顿阳光蛋糕-香醇蛋奶味(189g),14,0,14,112
2014/9/1,1016244,农工商--NO84,10263,曼可顿超醇面包(400g),2,0,2,15.92
2014/9/1,1016244,农工商--NO84,10400,曼可顿强化营养面包（甜味）(310g),2,0,2,9.8
2014/9/1,1016392,农工商--NO199,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),6,0,6,37.8
2014/9/1,1016392,农工商--NO199,6,曼可顿牛奶三文治面包-芝士口味(350g),1,0,1,6.3
2014/9/1,1016392,农工商--NO199,10172,曼可顿特选系列经典白面包(400g),2,0,2,11.8
2014/9/1,1016392,农工商--NO199,10175,曼可顿黄金堡法式软丝面包,1,1,0,0
2014/9/1,1016392,农工商--NO199,10203,曼可顿特选系列粗粮吐司面包(400g),4,0,4,25.2
2014/9/1,1016392,农工商--NO199,10231,曼可顿黄金蛋糕-原味(170g),1,1,0,0
2014/9/1,1016392,农工商--NO199,10263,曼可顿超醇面包(400g),3,3,0,0
2014/9/1,1016392,农工商--NO199,10400,曼可顿强化营养面包（甜味）(310g),4,0,4,19.6
2014/9/1,1016392,农工商--NO199,10401,曼可顿强化营养面包（咸味）(310g),1,0,1,4.9
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),325,曼可顿芝麻仔汉堡面包(285g),3,0,3,12.9
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),10172,曼可顿特选系列经典白面包(400g),3,0,3,17.7
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),10175,曼可顿黄金堡法式软丝面包,2,1,1,8.1
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),10203,曼可顿特选系列粗粮吐司面包(400g),11,0,11,69.3
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),10231,曼可顿黄金蛋糕-原味(170g),2,0,2,14.8
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),10263,曼可顿超醇面包(400g),6,0,6,47.76
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),10351,曼可顿手撕包-原味(120g),5,3,2,8.68
2014/9/1,1018026,上海新锦华超市有限公司(联华程家桥店加盟店),10401,曼可顿强化营养面包（咸味）(310g),2,2,0,0
2014/9/1,1018058,联家超市---南方店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),25,0,25,157.5
2014/9/1,1018058,联家超市---南方店,6,曼可顿牛奶三文治面包-芝士口味(350g),20,0,20,126
2014/9/1,1018058,联家超市---南方店,325,曼可顿芝麻仔汉堡面包(285g),20,0,20,86
2014/9/1,1018058,联家超市---南方店,10129,曼可顿全麦高纤维面包(250g),10,0,10,55
2014/9/1,1018058,联家超市---南方店,10155,曼可顿美味方香橙提子面包(125g),10,0,10,33
2014/9/1,1018058,联家超市---南方店,10156,曼可顿美味方经典红豆面包(125g),6,0,6,19.8
2014/9/1,1018058,联家超市---南方店,10172,曼可顿特选系列经典白面包(400g),20,0,20,118
2014/9/1,1018058,联家超市---南方店,10175,曼可顿黄金堡法式软丝面包,5,0,5,40.5
2014/9/1,1018058,联家超市---南方店,10203,曼可顿特选系列粗粮吐司面包(400g),25,0,25,157.5
2014/9/1,1018058,联家超市---南方店,10216,曼可顿红豆面包(136g),6,0,6,21.6
2014/9/1,1018058,联家超市---南方店,10231,曼可顿黄金蛋糕-原味(170g),5,0,5,33
2014/9/1,1018058,联家超市---南方店,10256,曼可顿黄金蛋糕-巧克力口味(170g),5,0,5,34
2014/9/1,1018058,联家超市---南方店,10257,曼可顿皇冠面包-花生酱味(200g),5,0,5,40
2014/9/1,1018058,联家超市---南方店,10263,曼可顿超醇面包(400g),80,0,80,596.8
2014/9/1,1018058,联家超市---南方店,10400,曼可顿强化营养面包（甜味）(310g),10,0,10,46
2014/9/1,1018058,联家超市---南方店,10402,曼可顿强化营养面包（全麦）(310g),10,0,10,47
2014/9/1,1018061,乐购---七宝店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),20,0,20,126
2014/9/1,1018061,乐购---七宝店,6,曼可顿牛奶三文治面包-芝士口味(350g),10,0,10,63
2014/9/1,1018061,乐购---七宝店,10203,曼可顿特选系列粗粮吐司面包(400g),10,0,10,63
2014/9/1,1018061,乐购---七宝店,10263,曼可顿超醇面包(400g),80,0,80,636.8
2014/9/1,1018061,乐购---七宝店,10400,曼可顿强化营养面包（甜味）(310g),20,0,20,98
2014/9/1,1018061,乐购---七宝店,10401,曼可顿强化营养面包（咸味）(310g),20,0,20,98
2014/9/1,1018061,乐购---七宝店,10402,曼可顿强化营养面包（全麦）(310g),20,0,20,100
2014/9/1,1018102,农工商--NO47,6,曼可顿牛奶三文治面包-芝士口味(350g),1,0,1,6.3
2014/9/1,1018102,农工商--NO47,10164,曼可顿美味方纯软心巧克力面包(125g),1,0,1,3.5
2014/9/1,1018102,农工商--NO47,10172,曼可顿特选系列经典白面包(400g),1,1,0,0
2014/9/1,1018102,农工商--NO47,10175,曼可顿黄金堡法式软丝面包,1,0,1,8.1
2014/9/1,1018102,农工商--NO47,10203,曼可顿特选系列粗粮吐司面包(400g),1,1,0,0
2014/9/1,1018102,农工商--NO47,10216,曼可顿红豆面包(136g),1,0,1,3.6
2014/9/1,1018102,农工商--NO47,10226,曼可顿皇冠面包-奶皇味(200g),1,0,1,8
2014/9/1,1018102,农工商--NO47,10231,曼可顿黄金蛋糕-原味(170g),1,0,1,7.4
2014/9/1,1018102,农工商--NO47,10263,曼可顿超醇面包(400g),1,0,1,7.96
2014/9/1,1018102,农工商--NO47,10333,曼可顿手撕包（65g）,2,0,2,4.76
2014/9/1,1018102,农工商--NO47,10341,曼可顿超醇面包-全麦(200g),1,0,1,4.93
2014/9/1,1018102,农工商--NO47,10401,曼可顿强化营养面包（咸味）(310g),1,0,1,4.9
2014/9/1,1018103,农工商--NO50,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),14,0,14,88.2
2014/9/1,1018103,农工商--NO50,6,曼可顿牛奶三文治面包-芝士口味(350g),12,0,12,75.6
2014/9/1,1018103,农工商--NO50,325,曼可顿芝麻仔汉堡面包(285g),6,0,6,25.8
2014/9/1,1018103,农工商--NO50,10164,曼可顿美味方纯软心巧克力面包(125g),3,0,3,10.5
2014/9/1,1018103,农工商--NO50,10175,曼可顿黄金堡法式软丝面包,2,0,2,16.2
2014/9/1,1018103,农工商--NO50,10203,曼可顿特选系列粗粮吐司面包(400g),4,0,4,25.2
2014/9/1,1018103,农工商--NO50,10216,曼可顿红豆面包(136g),3,0,3,10.8
2014/9/1,1018103,农工商--NO50,10226,曼可顿皇冠面包-奶皇味(200g),4,0,4,32
2014/9/1,1018103,农工商--NO50,10263,曼可顿超醇面包(400g),24,0,24,191.04
2014/9/1,1018103,农工商--NO50,10333,曼可顿手撕包（65g）,6,0,6,14.28
2014/9/1,1018103,农工商--NO50,10341,曼可顿超醇面包-全麦(200g),2,0,2,9.86
2014/9/1,1018103,农工商--NO50,10400,曼可顿强化营养面包（甜味）(310g),2,0,2,9.8
2014/9/1,1018103,农工商--NO50,10401,曼可顿强化营养面包（咸味）(310g),10,0,10,49
2014/9/1,1018121,农工商--NO101,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),3,0,3,18.9
2014/9/1,1018121,农工商--NO101,6,曼可顿牛奶三文治面包-芝士口味(350g),2,2,0,0
2014/9/1,1018121,农工商--NO101,325,曼可顿芝麻仔汉堡面包(285g),4,0,4,17.2
2014/9/1,1018121,农工商--NO101,10155,曼可顿美味方香橙提子面包(125g),5,0,5,17.5
2014/9/1,1018121,农工商--NO101,10156,曼可顿美味方经典红豆面包(125g),3,0,3,10.5
2014/9/1,1018121,农工商--NO101,10164,曼可顿美味方纯软心巧克力面包(125g),3,0,3,10.5
2014/9/1,1018121,农工商--NO101,10175,曼可顿黄金堡法式软丝面包,3,0,3,24.3
2014/9/1,1018121,农工商--NO101,10203,曼可顿特选系列粗粮吐司面包(400g),2,0,2,12.6
2014/9/1,1018121,农工商--NO101,10263,曼可顿超醇面包(400g),2,1,1,7.96
2014/9/1,1018121,农工商--NO101,10333,曼可顿手撕包（65g）,10,0,10,23.8
2014/9/1,1018121,农工商--NO101,10341,曼可顿超醇面包-全麦(200g),4,0,4,19.72
2014/9/1,1018121,农工商--NO101,10400,曼可顿强化营养面包（甜味）(310g),2,0,2,9.8
2014/9/1,1018121,农工商--NO101,10401,曼可顿强化营养面包（咸味）(310g),2,0,2,9.8
2014/9/1,1018194,农工商--NO152,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),2,0,2,12.6
2014/9/1,1018194,农工商--NO152,6,曼可顿牛奶三文治面包-芝士口味(350g),2,0,2,12.6
2014/9/1,1018194,农工商--NO152,10164,曼可顿美味方纯软心巧克力面包(125g),2,0,2,7
2014/9/1,1018194,农工商--NO152,10172,曼可顿特选系列经典白面包(400g),2,0,2,11.8
2014/9/1,1018194,农工商--NO152,10226,曼可顿皇冠面包-奶皇味(200g),1,0,1,8
2014/9/1,1018194,农工商--NO152,10263,曼可顿超醇面包(400g),2,0,2,15.92
2014/9/1,1018194,农工商--NO152,10341,曼可顿超醇面包-全麦(200g),1,0,1,4.93
2014/9/1,1018194,农工商--NO152,10400,曼可顿强化营养面包（甜味）(310g),2,0,2,9.8
2014/9/1,1018198,农工商--NO151,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),9,0,9,54
2014/9/1,1018198,农工商--NO151,6,曼可顿牛奶三文治面包-芝士口味(350g),8,0,8,48
2014/9/1,1018198,农工商--NO151,10155,曼可顿美味方香橙提子面包(125g),2,0,2,6.6
2014/9/1,1018198,农工商--NO151,10156,曼可顿美味方经典红豆面包(125g),2,0,2,6.6
2014/9/1,1018198,农工商--NO151,10164,曼可顿美味方纯软心巧克力面包(125g),5,0,5,16.5
2014/9/1,1018198,农工商--NO151,10172,曼可顿特选系列经典白面包(400g),2,1,1,5.9
2014/9/1,1018198,农工商--NO151,10175,曼可顿黄金堡法式软丝面包,4,0,4,32.4
2014/9/1,1018198,农工商--NO151,10203,曼可顿特选系列粗粮吐司面包(400g),2,0,2,12.6
2014/9/1,1018198,农工商--NO151,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1018198,农工商--NO151,10231,曼可顿黄金蛋糕-原味(170g),7,2,5,37
2014/9/1,1018198,农工商--NO151,10257,曼可顿皇冠面包-花生酱味(200g),2,0,2,16
2014/9/1,1018198,农工商--NO151,10263,曼可顿超醇面包(400g),12,0,12,89.52
2014/9/1,1018198,农工商--NO151,10400,曼可顿强化营养面包（甜味）(310g),8,0,8,39.2
2014/9/1,1018198,农工商--NO151,10401,曼可顿强化营养面包（咸味）(310g),7,0,7,34.3
2014/9/1,1018426,麦德龙---闵行店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),8,0,8,50.4
2014/9/1,1018426,麦德龙---闵行店,6,曼可顿牛奶三文治面包-芝士口味(350g),13,0,13,81.9
2014/9/1,1018426,麦德龙---闵行店,325,曼可顿芝麻仔汉堡面包(285g),40,0,40,160
2014/9/1,1018426,麦德龙---闵行店,10129,曼可顿全麦高纤维面包(250g),5,0,5,27.5
2014/9/1,1018426,麦德龙---闵行店,10172,曼可顿特选系列经典白面包(400g),5,0,5,29.5
2014/9/1,1018426,麦德龙---闵行店,10193,曼可顿阳光蛋糕-香醇蛋奶味(189g),12,0,12,96
2014/9/1,1018426,麦德龙---闵行店,10203,曼可顿特选系列粗粮吐司面包(400g),10,0,10,63
2014/9/1,1018426,麦德龙---闵行店,10263,曼可顿超醇面包(400g),115,0,115,880.9
2014/9/1,1018426,麦德龙---闵行店,10341,曼可顿超醇面包-全麦(200g),8,0,8,37.6
2014/9/1,1018426,麦德龙---闵行店,10400,曼可顿强化营养面包（甜味）(310g),80,0,80,392
2014/9/1,1018426,麦德龙---闵行店,10401,曼可顿强化营养面包（咸味）(310g),50,0,50,245
2014/9/1,1018426,麦德龙---闵行店,10402,曼可顿强化营养面包（全麦）(310g),10,0,10,50
2014/9/1,1018426,麦德龙---闵行店,10408,曼可顿丹麦条-红豆(80g),5,0,5,14.9
2014/9/1,1018722,乐购---金山店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),10,0,10,63
2014/9/1,1018722,乐购---金山店,6,曼可顿牛奶三文治面包-芝士口味(350g),10,0,10,63
2014/9/1,1018722,乐购---金山店,325,曼可顿芝麻仔汉堡面包(285g),5,0,5,21.5
2014/9/1,1018722,乐购---金山店,10156,曼可顿美味方经典红豆面包(125g),5,0,5,17.5
2014/9/1,1018722,乐购---金山店,10175,曼可顿黄金堡法式软丝面包,10,0,10,81
2014/9/1,1018722,乐购---金山店,10203,曼可顿特选系列粗粮吐司面包(400g),15,0,15,94.5
2014/9/1,1018722,乐购---金山店,10226,曼可顿皇冠面包-奶皇味(200g),5,0,5,40
2014/9/1,1018722,乐购---金山店,10231,曼可顿黄金蛋糕-原味(170g),10,0,10,74
2014/9/1,1018722,乐购---金山店,10256,曼可顿黄金蛋糕-巧克力口味(170g),10,0,10,76
2014/9/1,1018722,乐购---金山店,10263,曼可顿超醇面包(400g),140,0,140,1114.4
2014/9/1,1018722,乐购---金山店,10278,曼可顿黄金堡法式软丝面包-奶香芝麻味(300g),8,0,8,61.6
2014/9/1,1018722,乐购---金山店,10326,曼可顿奶黄软餐包（210g）,12,0,12,64.32
2014/9/1,1018722,乐购---金山店,10333,曼可顿手撕包（65g）,10,0,10,23.8
2014/9/1,1018722,乐购---金山店,10341,曼可顿超醇面包-全麦(200g),12,0,12,59.16
2014/9/1,1018722,乐购---金山店,10351,曼可顿手撕包-原味(120g),40,0,40,168
2014/9/1,1018722,乐购---金山店,10401,曼可顿强化营养面包（咸味）(310g),10,0,10,49
2014/9/1,1018722,乐购---金山店,10407,曼可顿丹麦条-提子(80g),5,0,5,14.9
2014/9/1,1018722,乐购---金山店,10408,曼可顿丹麦条-红豆(80g),5,0,5,14.9
2014/9/1,1018722,乐购---金山店,10409,曼可顿大理石面包-巧克力味(70g),5,0,5,13.6
2014/9/1,1018722,乐购---金山店,10410,曼可顿大理石面包-奶黄味(70g),5,0,5,13.6
2014/9/1,1018728,大润发---春申店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),70,0,70,441
2014/9/1,1018728,大润发---春申店,6,曼可顿牛奶三文治面包-芝士口味(350g),50,0,50,315
2014/9/1,1018728,大润发---春申店,325,曼可顿芝麻仔汉堡面包(285g),30,0,30,129
2014/9/1,1018728,大润发---春申店,10155,曼可顿美味方香橙提子面包(125g),18,0,18,59.4
2014/9/1,1018728,大润发---春申店,10156,曼可顿美味方经典红豆面包(125g),18,0,18,63
2014/9/1,1018728,大润发---春申店,10172,曼可顿特选系列经典白面包(400g),20,0,20,118
2014/9/1,1018728,大润发---春申店,10175,曼可顿黄金堡法式软丝面包,16,0,16,123.2
2014/9/1,1018728,大润发---春申店,10203,曼可顿特选系列粗粮吐司面包(400g),30,0,30,189
2014/9/1,1018728,大润发---春申店,10226,曼可顿皇冠面包-奶皇味(200g),6,0,6,48
2014/9/1,1018728,大润发---春申店,10231,曼可顿黄金蛋糕-原味(170g),4,0,4,29.6
2014/9/1,1018728,大润发---春申店,10256,曼可顿黄金蛋糕-巧克力口味(170g),6,0,6,45.6
2014/9/1,1018728,大润发---春申店,10263,曼可顿超醇面包(400g),150,0,150,1194
2014/9/1,1018728,大润发---春申店,10278,曼可顿黄金堡法式软丝面包-奶香芝麻味(300g),4,0,4,30.8
2014/9/1,1018728,大润发---春申店,10326,曼可顿奶黄软餐包（210g）,8,0,8,42.88
2014/9/1,1018728,大润发---春申店,10333,曼可顿手撕包（65g）,40,0,40,95.2
2014/9/1,1018728,大润发---春申店,10341,曼可顿超醇面包-全麦(200g),24,0,24,112.8
2014/9/1,1018728,大润发---春申店,10351,曼可顿手撕包-原味(120g),30,0,30,130.2
2014/9/1,1018728,大润发---春申店,10400,曼可顿强化营养面包（甜味）(310g),30,0,30,147
2014/9/1,1018728,大润发---春申店,10401,曼可顿强化营养面包（咸味）(310g),50,0,50,245
2014/9/1,1018728,大润发---春申店,10402,曼可顿强化营养面包（全麦）(310g),40,0,40,200
2014/9/1,1018734,教育超市---华师大闵行,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),12,0,12,67.2
2014/9/1,1018734,教育超市---华师大闵行,6,曼可顿牛奶三文治面包-芝士口味(350g),12,0,12,67.2
2014/9/1,1018734,教育超市---华师大闵行,10155,曼可顿美味方香橙提子面包(125g),7,0,7,21.7
2014/9/1,1018734,教育超市---华师大闵行,10216,曼可顿红豆面包(136g),5,0,5,16
2014/9/1,1018734,教育超市---华师大闵行,10231,曼可顿黄金蛋糕-原味(170g),0,2,-2,-14
2014/9/1,1018734,教育超市---华师大闵行,10257,曼可顿皇冠面包-花生酱味(200g),1,0,1,7.1
2014/9/1,1018734,教育超市---华师大闵行,10261,曼可顿超醇面包(100g),20,0,20,50
2014/9/1,1018734,教育超市---华师大闵行,10326,曼可顿奶黄软餐包（210g）,10,4,6,30
2014/9/1,1018734,教育超市---华师大闵行,10333,曼可顿手撕包（65g）,8,0,8,16.8
2014/9/1,1018734,教育超市---华师大闵行,10341,曼可顿超醇面包-全麦(200g),13,0,13,64.09
2014/9/1,1018734,教育超市---华师大闵行,10407,曼可顿丹麦条-提子(80g),5,9,-4,-10.72
2014/9/1,1018734,教育超市---华师大闵行,10408,曼可顿丹麦条-红豆(80g),5,9,-4,-10.72
2014/9/1,1018734,教育超市---华师大闵行,10409,曼可顿大理石面包-巧克力味(70g),5,3,2,4.9
2014/9/1,1018734,教育超市---华师大闵行,10410,曼可顿大理石面包-奶黄味(70g),5,4,1,2.45
2014/9/1,1018745,农工商--NO366,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),1,0,1,6.3
2014/9/1,1018745,农工商--NO366,6,曼可顿牛奶三文治面包-芝士口味(350g),1,0,1,6.3
2014/9/1,1018745,农工商--NO366,10400,曼可顿强化营养面包（甜味）(310g),1,0,1,4.9
2014/9/1,1018745,农工商--NO366,10401,曼可顿强化营养面包（咸味）(310g),1,0,1,4.9
2014/9/1,1018757,大润发---康桥店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),30,0,30,189
2014/9/1,1018757,大润发---康桥店,6,曼可顿牛奶三文治面包-芝士口味(350g),20,0,20,126
2014/9/1,1018757,大润发---康桥店,325,曼可顿芝麻仔汉堡面包(285g),30,0,30,129
2014/9/1,1018757,大润发---康桥店,10155,曼可顿美味方香橙提子面包(125g),20,0,20,66
2014/9/1,1018757,大润发---康桥店,10156,曼可顿美味方经典红豆面包(125g),10,0,10,35
2014/9/1,1018757,大润发---康桥店,10164,曼可顿美味方纯软心巧克力面包(125g),10,0,10,35
2014/9/1,1018757,大润发---康桥店,10172,曼可顿特选系列经典白面包(400g),30,0,30,177
2014/9/1,1018757,大润发---康桥店,10175,曼可顿黄金堡法式软丝面包,10,0,10,77
2014/9/1,1018757,大润发---康桥店,10203,曼可顿特选系列粗粮吐司面包(400g),30,0,30,189
2014/9/1,1018757,大润发---康桥店,10216,曼可顿红豆面包(136g),10,0,10,36
2014/9/1,1018757,大润发---康桥店,10226,曼可顿皇冠面包-奶皇味(200g),5,0,5,40
2014/9/1,1018757,大润发---康桥店,10231,曼可顿黄金蛋糕-原味(170g),10,0,10,74
2014/9/1,1018757,大润发---康桥店,10256,曼可顿黄金蛋糕-巧克力口味(170g),10,0,10,76
2014/9/1,1018757,大润发---康桥店,10263,曼可顿超醇面包(400g),120,0,120,955.2
2014/9/1,1018757,大润发---康桥店,10333,曼可顿手撕包（65g）,20,0,20,47.6
2014/9/1,1018757,大润发---康桥店,10341,曼可顿超醇面包-全麦(200g),50,0,50,235
2014/9/1,1018757,大润发---康桥店,10351,曼可顿手撕包-原味(120g),14,0,14,60.76
2014/9/1,1018757,大润发---康桥店,10400,曼可顿强化营养面包（甜味）(310g),30,0,30,147
2014/9/1,1018757,大润发---康桥店,10401,曼可顿强化营养面包（咸味）(310g),10,0,10,49
2014/9/1,1018757,大润发---康桥店,10402,曼可顿强化营养面包（全麦）(310g),30,0,30,150
2014/9/1,1018851,迪亚联华---新川店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),2,0,2,12
2014/9/1,1018851,迪亚联华---新川店,10156,曼可顿美味方经典红豆面包(125g),3,0,3,10.5
2014/9/1,1018851,迪亚联华---新川店,10175,曼可顿黄金堡法式软丝面包,2,0,2,15.4
2014/9/1,1018851,迪亚联华---新川店,10193,曼可顿阳光蛋糕-香醇蛋奶味(189g),14,0,14,106.4
2014/9/1,1018851,迪亚联华---新川店,10203,曼可顿特选系列粗粮吐司面包(400g),3,0,3,18.9
2014/9/1,1018851,迪亚联华---新川店,10263,曼可顿超醇面包(400g),6,0,6,44.76
2014/9/1,1018858,迪亚联华---清屿店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),6,0,6,36
2014/9/1,1018858,迪亚联华---清屿店,6,曼可顿牛奶三文治面包-芝士口味(350g),5,0,5,30
2014/9/1,1018858,迪亚联华---清屿店,10156,曼可顿美味方经典红豆面包(125g),2,0,2,7
2014/9/1,1018858,迪亚联华---清屿店,10164,曼可顿美味方纯软心巧克力面包(125g),2,0,2,7
2014/9/1,1018858,迪亚联华---清屿店,10172,曼可顿特选系列经典白面包(400g),2,0,2,11.8
2014/9/1,1018858,迪亚联华---清屿店,10175,曼可顿黄金堡法式软丝面包,2,0,2,15.4
2014/9/1,1018858,迪亚联华---清屿店,10203,曼可顿特选系列粗粮吐司面包(400g),1,0,1,6.3
2014/9/1,1018858,迪亚联华---清屿店,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1018858,迪亚联华---清屿店,10226,曼可顿皇冠面包-奶皇味(200g),2,0,2,15.2
2014/9/1,1018858,迪亚联华---清屿店,10231,曼可顿黄金蛋糕-原味(170g),3,0,3,21
2014/9/1,1018858,迪亚联华---清屿店,10263,曼可顿超醇面包(400g),12,0,12,89.52
