日期,客户编码,客户名称,产品编码,产品名称,送量,退量,销量,金额
2014/9/1,1018974,上海交通大学,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,22.4
2014/9/1,1018974,上海交通大学,6,曼可顿牛奶三文治面包-芝士口味(350g),5,0,5,28
2014/9/1,1018974,上海交通大学,10191,曼可顿红豆面包(68g),20,0,20,30.4
2014/9/1,1018974,上海交通大学,10192,曼可顿椰蓉面包(68g),20,0,20,30.4
2014/9/1,1018974,上海交通大学,10203,曼可顿特选系列粗粮吐司面包(400g),14,0,14,78.4
2014/9/1,1018974,上海交通大学,10261,曼可顿超醇面包(100g),15,0,15,37.5
2014/9/1,1018974,上海交通大学,10263,曼可顿超醇面包(400g),12,0,12,89.52
2014/9/1,1018974,上海交通大学,10333,曼可顿手撕包（65g）,55,0,55,115.5
2014/9/1,1018974,上海交通大学,10340,曼可顿黄金蛋糕-原味(80g),30,0,30,98.4
2014/9/1,1018974,上海交通大学,10341,曼可顿超醇面包-全麦(200g),11,0,11,54.23
2014/9/1,1018974,上海交通大学,10351,曼可顿手撕包-原味(120g),10,0,10,43.4
2014/9/1,1018974,上海交通大学,10400,曼可顿强化营养面包（甜味）(310g),18,0,18,88.2
2014/9/1,1018974,上海交通大学,10401,曼可顿强化营养面包（咸味）(310g),14,0,14,68.6
2014/9/1,1018974,上海交通大学,10402,曼可顿强化营养面包（全麦）(310g),10,0,10,50
2014/9/1,1019037,农工商---NO171,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),9,0,9,54
2014/9/1,1019037,农工商---NO171,6,曼可顿牛奶三文治面包-芝士口味(350g),8,0,8,48
2014/9/1,1019037,农工商---NO171,10172,曼可顿特选系列经典白面包(400g),2,0,2,11.8
2014/9/1,1019037,农工商---NO171,10175,曼可顿黄金堡法式软丝面包,3,0,3,24.3
2014/9/1,1019037,农工商---NO171,10203,曼可顿特选系列粗粮吐司面包(400g),7,7,0,0
2014/9/1,1019037,农工商---NO171,10226,曼可顿皇冠面包-奶皇味(200g),6,2,4,32
2014/9/1,1019037,农工商---NO171,10231,曼可顿黄金蛋糕-原味(170g),0,3,-3,-22.2
2014/9/1,1019037,农工商---NO171,10256,曼可顿黄金蛋糕-巧克力口味(170g),4,0,4,30.4
2014/9/1,1019037,农工商---NO171,10263,曼可顿超醇面包(400g),15,0,15,111.9
2014/9/1,1019037,农工商---NO171,10333,曼可顿手撕包（65g）,20,16,4,9.52
2014/9/1,1019037,农工商---NO171,10341,曼可顿超醇面包-全麦(200g),0,22,-22,-108.46
2014/9/1,1019037,农工商---NO171,10401,曼可顿强化营养面包（咸味）(310g),2,0,2,9.8
2014/9/1,1019965,迪亚联华--芳华店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,24
2014/9/1,1019965,迪亚联华--芳华店,6,曼可顿牛奶三文治面包-芝士口味(350g),4,0,4,24
2014/9/1,1019965,迪亚联华--芳华店,10156,曼可顿美味方经典红豆面包(125g),4,0,4,14
2014/9/1,1019965,迪亚联华--芳华店,10164,曼可顿美味方纯软心巧克力面包(125g),5,0,5,17.5
2014/9/1,1019965,迪亚联华--芳华店,10172,曼可顿特选系列经典白面包(400g),4,0,4,23.6
2014/9/1,1019965,迪亚联华--芳华店,10175,曼可顿黄金堡法式软丝面包,2,0,2,15.4
2014/9/1,1019965,迪亚联华--芳华店,10203,曼可顿特选系列粗粮吐司面包(400g),2,0,2,12.6
2014/9/1,1019965,迪亚联华--芳华店,10216,曼可顿红豆面包(136g),3,0,3,10.8
2014/9/1,1019965,迪亚联华--芳华店,10231,曼可顿黄金蛋糕-原味(170g),2,0,2,14
2014/9/1,1019965,迪亚联华--芳华店,10263,曼可顿超醇面包(400g),13,0,13,96.98
2014/9/1,1019971,迪亚天天--下南,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),8,0,8,48
2014/9/1,1019971,迪亚天天--下南,6,曼可顿牛奶三文治面包-芝士口味(350g),8,0,8,48
2014/9/1,1019971,迪亚天天--下南,10156,曼可顿美味方经典红豆面包(125g),3,0,3,10.5
2014/9/1,1019971,迪亚天天--下南,10164,曼可顿美味方纯软心巧克力面包(125g),3,0,3,10.5
2014/9/1,1019971,迪亚天天--下南,10172,曼可顿特选系列经典白面包(400g),4,0,4,23.6
2014/9/1,1019971,迪亚天天--下南,10175,曼可顿黄金堡法式软丝面包,2,0,2,15.4
2014/9/1,1019971,迪亚天天--下南,10203,曼可顿特选系列粗粮吐司面包(400g),4,0,4,25.2
2014/9/1,1019971,迪亚天天--下南,10216,曼可顿红豆面包(136g),3,0,3,10.8
2014/9/1,1019971,迪亚天天--下南,10226,曼可顿皇冠面包-奶皇味(200g),1,0,1,7.6
2014/9/1,1019971,迪亚天天--下南,10263,曼可顿超醇面包(400g),8,0,8,59.68
2014/9/1,1019986,迪亚天天---具左店(豫园),5,曼可顿牛奶三文治面包-蜂蜜口味(350g),12,0,12,72
2014/9/1,1019986,迪亚天天---具左店(豫园),6,曼可顿牛奶三文治面包-芝士口味(350g),12,0,12,72
2014/9/1,1019986,迪亚天天---具左店(豫园),10156,曼可顿美味方经典红豆面包(125g),4,0,4,14
2014/9/1,1019986,迪亚天天---具左店(豫园),10164,曼可顿美味方纯软心巧克力面包(125g),4,0,4,14
2014/9/1,1019986,迪亚天天---具左店(豫园),10172,曼可顿特选系列经典白面包(400g),10,0,10,59
2014/9/1,1019986,迪亚天天---具左店(豫园),10175,曼可顿黄金堡法式软丝面包,8,0,8,61.6
2014/9/1,1019986,迪亚天天---具左店(豫园),10203,曼可顿特选系列粗粮吐司面包(400g),10,0,10,63
2014/9/1,1019986,迪亚天天---具左店(豫园),10226,曼可顿皇冠面包-奶皇味(200g),6,0,6,45.6
2014/9/1,1019986,迪亚天天---具左店(豫园),10231,曼可顿黄金蛋糕-原味(170g),10,0,10,70
2014/9/1,1019986,迪亚天天---具左店(豫园),10263,曼可顿超醇面包(400g),18,8,10,74.6
2014/9/1,1019990,迪亚天天---景谷店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),2,0,2,12
2014/9/1,1019990,迪亚天天---景谷店,6,曼可顿牛奶三文治面包-芝士口味(350g),2,0,2,12
2014/9/1,1019990,迪亚天天---景谷店,10164,曼可顿美味方纯软心巧克力面包(125g),4,0,4,14
2014/9/1,1019990,迪亚天天---景谷店,10175,曼可顿黄金堡法式软丝面包,3,0,3,23.1
2014/9/1,1019990,迪亚天天---景谷店,10226,曼可顿皇冠面包-奶皇味(200g),3,0,3,22.8
2014/9/1,1019990,迪亚天天---景谷店,10231,曼可顿黄金蛋糕-原味(170g),8,0,8,56
2014/9/1,1019993,迪亚天天---鹤庆店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),2,0,2,12
2014/9/1,1019993,迪亚天天---鹤庆店,6,曼可顿牛奶三文治面包-芝士口味(350g),2,0,2,12
2014/9/1,1019993,迪亚天天---鹤庆店,10164,曼可顿美味方纯软心巧克力面包(125g),6,0,6,21
2014/9/1,1019993,迪亚天天---鹤庆店,10175,曼可顿黄金堡法式软丝面包,6,0,6,46.2
2014/9/1,1019993,迪亚天天---鹤庆店,10226,曼可顿皇冠面包-奶皇味(200g),6,1,5,38
2014/9/1,1019993,迪亚天天---鹤庆店,10231,曼可顿黄金蛋糕-原味(170g),10,0,10,70
2014/9/1,1021923,联家超市--万里店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),20,0,20,126
2014/9/1,1021923,联家超市--万里店,6,曼可顿牛奶三文治面包-芝士口味(350g),20,0,20,126
2014/9/1,1021923,联家超市--万里店,325,曼可顿芝麻仔汉堡面包(285g),13,0,13,55.9
2014/9/1,1021923,联家超市--万里店,10129,曼可顿全麦高纤维面包(250g),5,0,5,27.5
2014/9/1,1021923,联家超市--万里店,10172,曼可顿特选系列经典白面包(400g),15,0,15,88.5
2014/9/1,1021923,联家超市--万里店,10175,曼可顿黄金堡法式软丝面包,10,0,10,81
2014/9/1,1021923,联家超市--万里店,10203,曼可顿特选系列粗粮吐司面包(400g),15,0,15,94.5
2014/9/1,1021923,联家超市--万里店,10231,曼可顿黄金蛋糕-原味(170g),10,0,10,66
2014/9/1,1021923,联家超市--万里店,10256,曼可顿黄金蛋糕-巧克力口味(170g),10,0,10,68
2014/9/1,1021923,联家超市--万里店,10263,曼可顿超醇面包(400g),30,0,30,223.8
2014/9/1,1021923,联家超市--万里店,10400,曼可顿强化营养面包（甜味）(310g),10,0,10,46
2014/9/1,1021923,联家超市--万里店,10402,曼可顿强化营养面包（全麦）(310g),15,0,15,70.5
2014/9/1,1021957,物美---虹口店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),6,0,6,36
2014/9/1,1021957,物美---虹口店,6,曼可顿牛奶三文治面包-芝士口味(350g),10,0,10,60
2014/9/1,1021957,物美---虹口店,10203,曼可顿特选系列粗粮吐司面包(400g),20,0,20,120
2014/9/1,1021957,物美---虹口店,10226,曼可顿皇冠面包-奶皇味(200g),8,0,8,57.6
2014/9/1,1021957,物美---虹口店,10231,曼可顿黄金蛋糕-原味(170g),8,0,8,59.2
2014/9/1,1021957,物美---虹口店,10263,曼可顿超醇面包(400g),8,0,8,57.6
2014/9/1,1021957,物美---虹口店,10400,曼可顿强化营养面包（甜味）(310g),40,0,40,176
2014/9/1,1021957,物美---虹口店,10401,曼可顿强化营养面包（咸味）(310g),20,0,20,88
2014/9/1,1021957,物美---虹口店,10402,曼可顿强化营养面包（全麦）(310g),20,0,20,100
2014/9/1,1021962,KFC---赤峰,351,4寸汉堡面包(570g),68,0,68,414.12
2014/9/1,1021962,KFC---赤峰,352,3.5英寸汉堡面包(470g),52,0,52,304.2
2014/9/1,1021962,KFC---赤峰,371,长方形汉堡面包(620g),16,0,16,107.2
2014/9/1,1021962,KFC---赤峰,10295,燕麦恰巴达面包(620g）,8,0,8,53.04
2014/9/1,1021966,KFC—通园店,351,4寸汉堡面包(570g),28,0,28,170.52
2014/9/1,1021966,KFC—通园店,352,3.5英寸汉堡面包(470g),32,0,32,187.2
2014/9/1,1021966,KFC—通园店,371,长方形汉堡面包(620g),20,0,20,134
2014/9/1,1021966,KFC—通园店,10295,燕麦恰巴达面包(620g）,4,0,4,26.52
2014/9/1,1021992,KFC---国顺店,351,4寸汉堡面包(570g),32,0,32,194.88
2014/9/1,1021992,KFC---国顺店,352,3.5英寸汉堡面包(470g),28,0,28,163.8
2014/9/1,1021992,KFC---国顺店,371,长方形汉堡面包(620g),8,0,8,53.6
2014/9/1,1022149,联家超市---曲阳店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),10,0,10,63
2014/9/1,1022149,联家超市---曲阳店,6,曼可顿牛奶三文治面包-芝士口味(350g),10,0,10,63
2014/9/1,1022149,联家超市---曲阳店,325,曼可顿芝麻仔汉堡面包(285g),20,0,20,86
2014/9/1,1022149,联家超市---曲阳店,10129,曼可顿全麦高纤维面包(250g),10,0,10,55
2014/9/1,1022149,联家超市---曲阳店,10155,曼可顿美味方香橙提子面包(125g),10,0,10,33
2014/9/1,1022149,联家超市---曲阳店,10156,曼可顿美味方经典红豆面包(125g),10,0,10,33
2014/9/1,1022149,联家超市---曲阳店,10172,曼可顿特选系列经典白面包(400g),20,0,20,118
2014/9/1,1022149,联家超市---曲阳店,10175,曼可顿黄金堡法式软丝面包,10,0,10,81
2014/9/1,1022149,联家超市---曲阳店,10193,曼可顿阳光蛋糕-香醇蛋奶味(189g),6,0,6,48
2014/9/1,1022149,联家超市---曲阳店,10203,曼可顿特选系列粗粮吐司面包(400g),20,0,20,126
2014/9/1,1022149,联家超市---曲阳店,10216,曼可顿红豆面包(136g),5,0,5,18
2014/9/1,1022149,联家超市---曲阳店,10226,曼可顿皇冠面包-奶皇味(200g),5,0,5,40
2014/9/1,1022149,联家超市---曲阳店,10231,曼可顿黄金蛋糕-原味(170g),5,0,5,33
2014/9/1,1022149,联家超市---曲阳店,10256,曼可顿黄金蛋糕-巧克力口味(170g),5,0,5,34
2014/9/1,1022149,联家超市---曲阳店,10257,曼可顿皇冠面包-花生酱味(200g),5,0,5,40
2014/9/1,1022149,联家超市---曲阳店,10263,曼可顿超醇面包(400g),20,0,20,149.2
2014/9/1,1022149,联家超市---曲阳店,10400,曼可顿强化营养面包（甜味）(310g),20,0,20,92
2014/9/1,1022149,联家超市---曲阳店,10402,曼可顿强化营养面包（全麦）(310g),20,0,20,94
2014/9/1,1022207,新阳普---鞍山288店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,24
2014/9/1,1022207,新阳普---鞍山288店,6,曼可顿牛奶三文治面包-芝士口味(350g),2,0,2,12
2014/9/1,1022207,新阳普---鞍山288店,10400,曼可顿强化营养面包（甜味）(310g),4,0,4,18.4
2014/9/1,1022207,新阳普---鞍山288店,10401,曼可顿强化营养面包（咸味）(310g),2,0,2,9.2
2014/9/1,1022207,新阳普---鞍山288店,10402,曼可顿强化营养面包（全麦）(310g),7,0,7,35
2014/9/1,1022210,复旦光华科技服务公司,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,22.4
2014/9/1,1022210,复旦光华科技服务公司,6,曼可顿牛奶三文治面包-芝士口味(350g),3,0,3,16.8
2014/9/1,1022210,复旦光华科技服务公司,10203,曼可顿特选系列粗粮吐司面包(400g),5,0,5,28
2014/9/1,1022210,复旦光华科技服务公司,10207,曼可顿椰蓉面包(136g),10,0,10,32
2014/9/1,1022210,复旦光华科技服务公司,10216,曼可顿红豆面包(136g),10,0,10,32
2014/9/1,1022210,复旦光华科技服务公司,10231,曼可顿黄金蛋糕-原味(170g),8,0,8,56
2014/9/1,1022210,复旦光华科技服务公司,10256,曼可顿黄金蛋糕-巧克力口味(170g),8,0,8,57.6
2014/9/1,1022210,复旦光华科技服务公司,10261,曼可顿超醇面包(100g),14,0,14,35
2014/9/1,1022210,复旦光华科技服务公司,10320,曼可顿丹麦牛角面包-原味(50g),6,0,6,14.28
2014/9/1,1022210,复旦光华科技服务公司,10400,曼可顿强化营养面包（甜味）(310g),5,0,5,24.5
2014/9/1,1022210,复旦光华科技服务公司,10402,曼可顿强化营养面包（全麦）(310g),12,0,12,60
2014/9/1,1022275,欧尚---中原店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),24,0,24,151.2
2014/9/1,1022275,欧尚---中原店,6,曼可顿牛奶三文治面包-芝士口味(350g),24,0,24,151.2
2014/9/1,1022275,欧尚---中原店,10129,曼可顿全麦高纤维面包(250g),12,0,12,66
2014/9/1,1022275,欧尚---中原店,10155,曼可顿美味方香橙提子面包(125g),10,0,10,35
2014/9/1,1022275,欧尚---中原店,10156,曼可顿美味方经典红豆面包(125g),6,0,6,21
2014/9/1,1022275,欧尚---中原店,10164,曼可顿美味方纯软心巧克力面包(125g),10,0,10,35
2014/9/1,1022275,欧尚---中原店,10172,曼可顿特选系列经典白面包(400g),24,0,24,141.6
2014/9/1,1022275,欧尚---中原店,10175,曼可顿黄金堡法式软丝面包,10,0,10,81
2014/9/1,1022275,欧尚---中原店,10203,曼可顿特选系列粗粮吐司面包(400g),24,0,24,151.2
2014/9/1,1022275,欧尚---中原店,10207,曼可顿椰蓉面包(136g),9,0,9,32.4
2014/9/1,1022275,欧尚---中原店,10216,曼可顿红豆面包(136g),10,0,10,36
2014/9/1,1022275,欧尚---中原店,10226,曼可顿皇冠面包-奶皇味(200g),10,0,10,80
2014/9/1,1022275,欧尚---中原店,10231,曼可顿黄金蛋糕-原味(170g),15,0,15,111
2014/9/1,1022275,欧尚---中原店,10257,曼可顿皇冠面包-花生酱味(200g),5,0,5,40
2014/9/1,1022275,欧尚---中原店,10263,曼可顿超醇面包(400g),60,0,60,477.6
2014/9/1,1022275,欧尚---中原店,10278,曼可顿黄金堡法式软丝面包-奶香芝麻味(300g),5,0,5,38.5
2014/9/1,1022275,欧尚---中原店,10329,曼可顿黄金蛋糕-抹茶红豆味(170g),6,0,6,45.6
2014/9/1,1022275,欧尚---中原店,10341,曼可顿超醇面包-全麦(200g),12,0,12,59.16
2014/9/1,1022275,欧尚---中原店,10351,曼可顿手撕包-原味(120g),10,0,10,43.4
2014/9/1,1022275,欧尚---中原店,10400,曼可顿强化营养面包（甜味）(310g),250,0,250,1225
2014/9/1,1022275,欧尚---中原店,10401,曼可顿强化营养面包（咸味）(310g),250,0,250,1225
2014/9/1,1022275,欧尚---中原店,10402,曼可顿强化营养面包（全麦）(310g),60,0,60,300
2014/9/1,1022286,新阳普---吉丰265店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,24
2014/9/1,1022286,新阳普---吉丰265店,6,曼可顿牛奶三文治面包-芝士口味(350g),4,0,4,24
2014/9/1,1022286,新阳普---吉丰265店,10203,曼可顿特选系列粗粮吐司面包(400g),1,0,1,6.3
2014/9/1,1022286,新阳普---吉丰265店,10263,曼可顿超醇面包(400g),2,0,2,15.92
2014/9/1,1022286,新阳普---吉丰265店,10400,曼可顿强化营养面包（甜味）(310g),4,0,4,18.4
2014/9/1,1022286,新阳普---吉丰265店,10401,曼可顿强化营养面包（咸味）(310g),4,0,4,18.4
2014/9/1,1022286,新阳普---吉丰265店,10402,曼可顿强化营养面包（全麦）(310g),4,0,4,20
2014/9/1,1022288,麦德龙---曲阳店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),10,0,10,63
2014/9/1,1022288,麦德龙---曲阳店,6,曼可顿牛奶三文治面包-芝士口味(350g),10,0,10,63
2014/9/1,1022288,麦德龙---曲阳店,325,曼可顿芝麻仔汉堡面包(285g),30,0,30,120
2014/9/1,1022288,麦德龙---曲阳店,10129,曼可顿全麦高纤维面包(250g),2,0,2,11
2014/9/1,1022288,麦德龙---曲阳店,10172,曼可顿特选系列经典白面包(400g),15,0,15,88.5
2014/9/1,1022288,麦德龙---曲阳店,10175,曼可顿黄金堡法式软丝面包,3,0,3,23.1
2014/9/1,1022288,麦德龙---曲阳店,10203,曼可顿特选系列粗粮吐司面包(400g),8,0,8,50.4
2014/9/1,1022288,麦德龙---曲阳店,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1022288,麦德龙---曲阳店,10226,曼可顿皇冠面包-奶皇味(200g),2,0,2,16
2014/9/1,1022288,麦德龙---曲阳店,10263,曼可顿超醇面包(400g),84,0,84,643.44
2014/9/1,1022288,麦德龙---曲阳店,10400,曼可顿强化营养面包（甜味）(310g),15,0,15,73.5
2014/9/1,1022288,麦德龙---曲阳店,10401,曼可顿强化营养面包（咸味）(310g),20,0,20,98
2014/9/1,1022288,麦德龙---曲阳店,10402,曼可顿强化营养面包（全麦）(310g),6,0,6,30
2014/9/1,1022388,吉买盛---彭浦店,325,曼可顿芝麻仔汉堡面包(285g),26,0,26,111.8
2014/9/1,1022388,吉买盛---彭浦店,10207,曼可顿椰蓉面包(136g),5,0,5,18
2014/9/1,1022388,吉买盛---彭浦店,10216,曼可顿红豆面包(136g),5,0,5,18
2014/9/1,1022388,吉买盛---彭浦店,10231,曼可顿黄金蛋糕-原味(170g),4,0,4,29.6
2014/9/1,1022388,吉买盛---彭浦店,10263,曼可顿超醇面包(400g),12,0,12,95.52
2014/9/1,1022482,农工商--NO67,6,曼可顿牛奶三文治面包-芝士口味(350g),1,0,1,6.3
2014/9/1,1022482,农工商--NO67,10226,曼可顿皇冠面包-奶皇味(200g),1,0,1,8
2014/9/1,1022482,农工商--NO67,10263,曼可顿超醇面包(400g),1,0,1,7.96
2014/9/1,1022486,农工商--NO74,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),3,0,3,18.9
2014/9/1,1022486,农工商--NO74,6,曼可顿牛奶三文治面包-芝士口味(350g),3,0,3,18.9
2014/9/1,1022486,农工商--NO74,10156,曼可顿美味方经典红豆面包(125g),1,0,1,3.5
2014/9/1,1022486,农工商--NO74,10164,曼可顿美味方纯软心巧克力面包(125g),2,0,2,7
2014/9/1,1022486,农工商--NO74,10175,曼可顿黄金堡法式软丝面包,2,0,2,16.2
2014/9/1,1022486,农工商--NO74,10203,曼可顿特选系列粗粮吐司面包(400g),2,0,2,12.6
2014/9/1,1022486,农工商--NO74,10216,曼可顿红豆面包(136g),2,0,2,7.2
2014/9/1,1022486,农工商--NO74,10231,曼可顿黄金蛋糕-原味(170g),2,0,2,14.8
2014/9/1,1022486,农工商--NO74,10263,曼可顿超醇面包(400g),2,0,2,15.92
2014/9/1,1022486,农工商--NO74,10400,曼可顿强化营养面包（甜味）(310g),2,0,2,9.8
2014/9/1,1022486,农工商--NO74,10401,曼可顿强化营养面包（咸味）(310g),3,0,3,14.7
2014/9/1,1022489,农工商--NO108,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),3,0,3,18.9
2014/9/1,1022489,农工商--NO108,6,曼可顿牛奶三文治面包-芝士口味(350g),3,0,3,18.9
2014/9/1,1022489,农工商--NO108,10156,曼可顿美味方经典红豆面包(125g),2,0,2,7
2014/9/1,1022489,农工商--NO108,10164,曼可顿美味方纯软心巧克力面包(125g),2,0,2,7
2014/9/1,1022489,农工商--NO108,10172,曼可顿特选系列经典白面包(400g),4,3,1,5.9
2014/9/1,1022489,农工商--NO108,10175,曼可顿黄金堡法式软丝面包,2,1,1,8.1
2014/9/1,1022489,农工商--NO108,10203,曼可顿特选系列粗粮吐司面包(400g),2,0,2,12.6
2014/9/1,1022489,农工商--NO108,10226,曼可顿皇冠面包-奶皇味(200g),1,0,1,8
2014/9/1,1022489,农工商--NO108,10231,曼可顿黄金蛋糕-原味(170g),4,3,1,7.4
2014/9/1,1022489,农工商--NO108,10263,曼可顿超醇面包(400g),4,0,4,31.84
2014/9/1,1022489,农工商--NO108,10400,曼可顿强化营养面包（甜味）(310g),5,1,4,19.6
2014/9/1,1022489,农工商--NO108,10401,曼可顿强化营养面包（咸味）(310g),5,0,5,24.5
2014/9/1,1022513,联家超市---共江店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),40,0,40,252
2014/9/1,1022513,联家超市---共江店,6,曼可顿牛奶三文治面包-芝士口味(350g),40,0,40,252
2014/9/1,1022513,联家超市---共江店,325,曼可顿芝麻仔汉堡面包(285g),39,0,39,167.7
2014/9/1,1022513,联家超市---共江店,10129,曼可顿全麦高纤维面包(250g),5,0,5,27.5
2014/9/1,1022513,联家超市---共江店,10155,曼可顿美味方香橙提子面包(125g),9,0,9,29.7
2014/9/1,1022513,联家超市---共江店,10172,曼可顿特选系列经典白面包(400g),10,0,10,59
2014/9/1,1022513,联家超市---共江店,10175,曼可顿黄金堡法式软丝面包,15,0,15,121.5
2014/9/1,1022513,联家超市---共江店,10203,曼可顿特选系列粗粮吐司面包(400g),10,0,10,63
2014/9/1,1022513,联家超市---共江店,10231,曼可顿黄金蛋糕-原味(170g),6,0,6,39.6
2014/9/1,1022513,联家超市---共江店,10256,曼可顿黄金蛋糕-巧克力口味(170g),6,0,6,40.8
2014/9/1,1022513,联家超市---共江店,10263,曼可顿超醇面包(400g),84,0,84,626.64
2014/9/1,1022513,联家超市---共江店,10400,曼可顿强化营养面包（甜味）(310g),20,0,20,92
2014/9/1,1022548,农工商---NO167,6,曼可顿牛奶三文治面包-芝士口味(350g),2,0,2,12.6
2014/9/1,1022548,农工商---NO167,10155,曼可顿美味方香橙提子面包(125g),3,0,3,10.5
2014/9/1,1022548,农工商---NO167,10156,曼可顿美味方经典红豆面包(125g),3,0,3,10.5
2014/9/1,1022548,农工商---NO167,10164,曼可顿美味方纯软心巧克力面包(125g),3,0,3,10.5
2014/9/1,1022548,农工商---NO167,10231,曼可顿黄金蛋糕-原味(170g),2,0,2,14.8
2014/9/1,1022548,农工商---NO167,10256,曼可顿黄金蛋糕-巧克力口味(170g),1,0,1,7.6
2014/9/1,1022548,农工商---NO167,10263,曼可顿超醇面包(400g),5,0,5,37.3
2014/9/1,1022548,农工商---NO167,10400,曼可顿强化营养面包（甜味）(310g),2,0,2,9.8
2014/9/1,1022548,农工商---NO167,10401,曼可顿强化营养面包（咸味）(310g),2,0,2,9.8
2014/9/1,1022551,农工商---NO105,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),4,0,4,25.2
2014/9/1,1022551,农工商---NO105,6,曼可顿牛奶三文治面包-芝士口味(350g),4,0,4,25.2
2014/9/1,1022551,农工商---NO105,10155,曼可顿美味方香橙提子面包(125g),2,0,2,7
2014/9/1,1022551,农工商---NO105,10156,曼可顿美味方经典红豆面包(125g),2,0,2,7
2014/9/1,1022551,农工商---NO105,10164,曼可顿美味方纯软心巧克力面包(125g),2,0,2,7
2014/9/1,1022551,农工商---NO105,10175,曼可顿黄金堡法式软丝面包,2,0,2,16.2
2014/9/1,1022551,农工商---NO105,10203,曼可顿特选系列粗粮吐司面包(400g),2,0,2,12.6
2014/9/1,1022551,农工商---NO105,10226,曼可顿皇冠面包-奶皇味(200g),2,0,2,16
2014/9/1,1022551,农工商---NO105,10263,曼可顿超醇面包(400g),2,0,2,15.92
2014/9/1,1022551,农工商---NO105,10400,曼可顿强化营养面包（甜味）(310g),4,0,4,19.6
2014/9/1,1022551,农工商---NO105,10401,曼可顿强化营养面包（咸味）(310g),1,0,1,4.9
2014/9/1,1022552,农工商--NO99,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),3,0,3,18.9
2014/9/1,1022552,农工商--NO99,10263,曼可顿超醇面包(400g),3,0,3,23.88
2014/9/1,1022552,农工商--NO99,10401,曼可顿强化营养面包（咸味）(310g),4,0,4,18.4
2014/9/1,1022554,农工商--NO110,10172,曼可顿特选系列经典白面包(400g),1,0,1,5.9
2014/9/1,1022554,农工商--NO110,10175,曼可顿黄金堡法式软丝面包,2,0,2,16.2
2014/9/1,1022554,农工商--NO110,10203,曼可顿特选系列粗粮吐司面包(400g),6,0,6,37.8
2014/9/1,1022554,农工商--NO110,10263,曼可顿超醇面包(400g),5,0,5,39.8
2014/9/1,1022586,欧尚---长阳店,5,曼可顿牛奶三文治面包-蜂蜜口味(350g),40,0,40,252
2014/9/1,1022586,欧尚---长阳店,6,曼可顿牛奶三文治面包-芝士口味(350g),20,0,20,126
2014/9/1,1022586,欧尚---长阳店,325,曼可顿芝麻仔汉堡面包(285g),20,0,20,86
2014/9/1,1022586,欧尚---长阳店,10155,曼可顿美味方香橙提子面包(125g),20,0,20,70
2014/9/1,1022586,欧尚---长阳店,10164,曼可顿美味方纯软心巧克力面包(125g),10,0,10,35
2014/9/1,1022586,欧尚---长阳店,10172,曼可顿特选系列经典白面包(400g),10,0,10,59
2014/9/1,1022586,欧尚---长阳店,10203,曼可顿特选系列粗粮吐司面包(400g),10,0,10,63
2014/9/1,1022586,欧尚---长阳店,10226,曼可顿皇冠面包-奶皇味(200g),5,0,5,40
2014/9/1,1022586,欧尚---长阳店,10231,曼可顿黄金蛋糕-原味(170g),20,0,20,148
2014/9/1,1022586,欧尚---长阳店,10256,曼可顿黄金蛋糕-巧克力口味(170g),10,0,10,76
2014/9/1,1022586,欧尚---长阳店,10263,曼可顿超醇面包(400g),40,0,40,318.4
2014/9/1,1022586,欧尚---长阳店,10326,曼可顿奶黄软餐包（210g）,3,0,3,16.08
2014/9/1,1022586,欧尚---长阳店,10333,曼可顿手撕包（65g）,20,0,20,47.6
2014/9/1,1022586,欧尚---长阳店,10341,曼可顿超醇面包-全麦(200g),15,0,15,73.95
2014/9/1,1023002,KFC---永安店,351,4寸汉堡面包(570g),24,0,24,146.16
2014/9/1,1023002,KFC---永安店,352,3.5英寸汉堡面包(470g),28,0,28,163.8
2014/9/1,1023002,KFC---永安店,371,长方形汉堡面包(620g),16,0,16,107.2
2014/9/1,1023002,KFC---永安店,10295,燕麦恰巴达面包(620g）,4,0,4,26.52
2014/9/1,1023008,KFC---大润发,351,4寸汉堡面包(570g),48,0,48,292.32
